방문자 거주지,방문지,기준년월,거주지 관광소비 비율(%),전체 관광소비액(천원)
대만,충청남도,202012,0.3,1265414
대만,충청남도,202101,0.48,1102678
대만,충청남도,202102,0.218,1146254
대만,충청남도,202103,0.293,1464005
대만,충청남도,202104,0.363,1304082
대만,충청남도,202105,0.764,1400040
대만,충청남도,202106,1.35,1435169
대만,충청남도,202107,0.308,1685535
대만,충청남도,202108,0.251,1456537
대만,충청남도,202109,0.295,1463872
대만,충청남도,202110,0.385,1619455
대만,충청남도,202111,0.462,1491985
대만,충청남도,202112,0.635,1436324
대만,충청남도,202201,0.778,1049615
대만,충청남도,202202,0.363,1104871
대만,충청남도,202203,0.471,1312818
대만,충청남도,202204,0.578,1574057
대만,충청남도,202205,0.405,1705509
대만,충청남도,202206,0.486,1761317
대만,충청남도,202207,0.398,2034812
대만,충청남도,202208,0.645,1808515
대만,충청남도,202209,0.579,1982145
대만,충청남도,202210,1.671,2208803
대만,충청남도,202211,1.193,1908865
대만,충청남도,202212,1.437,1802679
대만,충청남도,202301,1.427,1506740
대만,충청남도,202302,1.723,1452652
대만,충청남도,202303,0.775,2103398
대만,충청남도,202304,1.109,2418657
대만,충청남도,202305,1.102,2335855
대만,충청남도,202306,1.432,2354172
대만,충청남도,202307,1.027,2509251
대만,충청남도,202308,1.375,2474937
대만,충청남도,202309,1.052,2560494
대만,충청남도,202310,2.134,2818268
대만,충청남도,202311,1.337,2496716
대만,충청남도,202312,1.005,2254930
대만,충청남도,202401,1.305,2092859
대만,충청남도,202402,1.23,1968567
대만,충청남도,202403,1.07,2851233
대만,충청남도,202404,1.441,2848009
대만,충청남도,202405,1.324,3123683
대만,충청남도,202406,1.135,3249690
대만,충청남도,202407,1.736,2894318
대만,충청남도,202408,2.689,3045661
대만,충청남도,202409,2.32,3091321
대만,충청남도,202410,1.889,3499964
대만,충청남도,202411,2.191,3087549
대만,충청남도,202412,2.013,2987013
대만,충청남도,202501,2.817,2606924
대만,충청남도,202502,2.028,2430097
대만,충청남도,202503,3.223,3555490
대만,충청남도,202504,2.065,3523510
대만,충청남도,202505,2.081,3618449
대만,충청남도,202506,2.161,3478701
대만,충청남도,202507,2.646,3273725
대만,충청남도,202508,2.807,3303791
대만,충청남도,202509,3.25,3389344
대만,충청남도,202510,4.03,3954473
대만,충청남도,202511,2.37,3688029
대만,충청남도,202512,4.91,3687818
대만,충청남도,202601,4.689,3298751
대만,충청남도,202602,3.634,2864059
대만,충청남도,202603,2.573,4577770
대만,충청남도,202604,2.389,4652509
대만,충청남도,202605,3.113,5331602
대만,충청남도,202606,3.162,5094334
대만,충청남도,202607,4.067,5248787
대만,충청북도,202001,1.563,947201
대만,충청북도,202002,1.182,827379
대만,충청북도,202003,0.376,597220
대만,충청북도,202004,1.094,378954
대만,충청북도,202005,1.433,503781
대만,충청북도,202006,1.007,639045
대만,충청북도,202007,1.15,666192
대만,충청북도,202008,1.027,643938
대만,충청북도,202009,0.977,693649
대만,충청북도,202010,0.83,658969
대만,충청북도,202011,1.02,704941
대만,충청북도,202012,1.223,577083
대만,충청북도,202101,0.247,522203
대만,충청북도,202102,0.554,524491
대만,충청북도,202103,0.596,701737
대만,충청북도,202104,0.881,742850
대만,충청북도,202105,0.931,794317
대만,충청북도,202106,0.711,836714
대만,충청북도,202107,0.462,1001109
대만,충청북도,202108,0.78,851995
대만,충청북도,202109,0.536,885012
대만,충청북도,202110,0.397,972225
대만,충청북도,202111,1.063,804203
대만,충청북도,202112,0.656,634527
대만,충청북도,202201,0.295,431773
대만,충청북도,202202,0.424,649045
대만,충청북도,202203,1.061,732808
대만,충청북도,202204,0.433,861444
대만,충청북도,202205,0.578,1044427
대만,충청북도,202206,1.094,1083064
대만,충청북도,202207,0.962,1077221
대만,충청북도,202208,1.298,897050
대만,충청북도,202209,1.418,1051246
대만,충청북도,202210,1.194,1242307
대만,충청북도,202211,0.854,1136303
대만,충청북도,202212,0.728,1122132
대만,충청북도,202301,1.036,857362
대만,충청북도,202302,0.802,951407
대만,충청북도,202303,1.339,1317933
대만,충청북도,202304,0.913,1448432
대만,충청북도,202305,1.221,1419061
대만,충청북도,202306,0.601,1457671
대만,충청북도,202307,2.145,1400110
대만,충청북도,202308,1.027,1371490
대만,충청북도,202309,1.135,1643990
대만,충청북도,202310,1.671,1912155
대만,충청북도,202311,1.774,1831910
대만,충청북도,202312,1.728,1467470
대만,충청북도,202401,2.435,1260188
대만,충청북도,202402,5.058,1136918
대만,충청북도,202403,2.974,1663265
대만,충청북도,202404,3.141,1801540
대만,충청북도,202405,1.941,1670419
대만,충청북도,202406,3.116,1762750
대만,충청북도,202407,4.465,1525908
대만,충청북도,202408,5.067,1520513
대만,충청북도,202409,3.519,2117698
대만,충청북도,202410,2.052,2463487
대만,충청북도,202411,1.255,2256404
대만,충청북도,202412,1.263,1859666
대만,충청북도,202501,6.851,1428974
대만,충청북도,202502,8.214,1292252
대만,충청북도,202503,4.72,2154366
대만,충청북도,202504,1.839,2251397
대만,충청북도,202505,2.603,2423617
대만,충청북도,202506,3.603,2215573
대만,충청북도,202507,12.084,2145786
대만,충청북도,202508,8.139,2018351
대만,충청북도,202509,7.492,2715386
대만,충청북도,202510,5.1,2827567
대만,충청북도,202511,4.498,4794017
대만,충청북도,202512,7.665,2507636
대만,충청북도,202601,5.964,1719902
대만,충청북도,202602,12.406,1632033
대만,충청북도,202603,4.061,3817708
대만,충청북도,202604,3.474,3853376
대만,충청북도,202605,4.754,4268131
대만,충청북도,202606,5.819,3818687
대만,충청북도,202607,7.773,3195775
미국,강원특별자치도,202001,11.023,5672147
미국,강원특별자치도,202002,17.527,2369131
미국,강원특별자치도,202003,20.579,673829
미국,강원특별자치도,202004,24.711,668254
미국,강원특별자치도,202005,32.103,751476
미국,강원특별자치도,202006,41.266,829504
미국,강원특별자치도,202007,47.041,1198248
미국,강원특별자치도,202008,32.148,1094231
미국,강원특별자치도,202009,31.86,1075294
미국,강원특별자치도,202010,42.725,1170418
미국,강원특별자치도,202011,39.984,962200
미국,강원특별자치도,202012,42.576,861894
미국,강원특별자치도,202101,39.714,749368
미국,강원특별자치도,202102,42.595,1064215
미국,강원특별자치도,202103,39.291,869103
미국,강원특별자치도,202104,39.685,867159
미국,강원특별자치도,202105,38.885,1118353
미국,강원특별자치도,202106,45.611,1102241
미국,강원특별자치도,202107,49.371,1531474
미국,강원특별자치도,202108,36.669,1309439
미국,강원특별자치도,202109,40.028,1354214
미국,강원특별자치도,202110,47.226,1357771
미국,강원특별자치도,202111,41.655,1232315
미국,강원특별자치도,202112,44.566,1505838
미국,강원특별자치도,202201,34.486,1131981
미국,강원특별자치도,202202,39.395,1222613
미국,강원특별자치도,202203,33.009,1118199
미국,강원특별자치도,202204,34.814,1616237
미국,강원특별자치도,202205,42.714,2323166
미국,강원특별자치도,202206,51.916,2282525
미국,강원특별자치도,202207,50.137,2794204
미국,강원특별자치도,202208,35.213,2788137
미국,강원특별자치도,202209,36.501,3223648
미국,강원특별자치도,202210,45.196,3578243
미국,강원특별자치도,202211,42.159,2501660
미국,강원특별자치도,202212,21.245,5414833
미국,강원특별자치도,202301,21.942,3909861
미국,강원특별자치도,202302,27.365,2816591
미국,강원특별자치도,202303,28.833,2470977
미국,강원특별자치도,202304,29.989,3532632
미국,강원특별자치도,202305,37.193,3503293
미국,강원특별자치도,202306,40.539,3603632
미국,강원특별자치도,202307,36.482,3721307
미국,강원특별자치도,202308,24.161,4359043
미국,강원특별자치도,202309,32.048,3500794
미국,강원특별자치도,202310,35.86,4676423
미국,강원특별자치도,202311,35.375,3003481
미국,강원특별자치도,202312,18.012,6519994
미국,강원특별자치도,202401,19.988,5752507
미국,강원특별자치도,202402,20.674,4698338
미국,강원특별자치도,202403,28.241,2990382
미국,강원특별자치도,202404,36.794,3384418
미국,강원특별자치도,202405,37.695,3632763
미국,강원특별자치도,202406,36.886,5501989
미국,강원특별자치도,202407,37.702,3813270
미국,강원특별자치도,202408,26.144,4383123
미국,강원특별자치도,202409,29.381,4123483
미국,강원특별자치도,202410,35.381,5567470
미국,강원특별자치도,202411,35.747,3485011
미국,강원특별자치도,202412,19.135,7020599
미국,강원특별자치도,202501,21.889,5830564
미국,강원특별자치도,202502,23.695,4362570
미국,강원특별자치도,202503,33.402,3049864
미국,강원특별자치도,202504,31.304,3929638
미국,강원특별자치도,202505,34.46,4170550
미국,강원특별자치도,202506,39.802,4183558
미국,강원특별자치도,202507,34.615,4721259
미국,강원특별자치도,202508,23.404,4826066
미국,강원특별자치도,202509,30.105,3782946
미국,강원특별자치도,202510,30.636,5906202
미국,강원특별자치도,202511,33.789,4278026
미국,강원특별자치도,202512,19.204,8755272
미국,강원특별자치도,202601,22.591,6059742
미국,강원특별자치도,202602,16.77,6264365
미국,강원특별자치도,202603,25.904,4592667
미국,강원특별자치도,202604,26.53,6626635
미국,강원특별자치도,202605,26.386,7482784
미국,강원특별자치도,202606,31.56,7250879
미국,강원특별자치도,202607,32.226,6562572
미국,경기도,202001,30.592,35645465
미국,경기도,202002,34.636,27841973
미국,경기도,202003,35.379,13130988
미국,경기도,202004,38.475,10713056
미국,경기도,202005,54.818,14367337
미국,경기도,202006,61.567,15897945
미국,경기도,202007,59.41,18589907
미국,경기도,202008,57.589,17324322
미국,경기도,202009,50.801,18038518
미국,경기도,202010,63.05,20525355
미국,경기도,202011,57.899,19440468
미국,경기도,202012,55.465,18171345
미국,경기도,202101,52.91,15061376
미국,경기도,202102,62.007,16030119
미국,경기도,202103,61.152,21243734
미국,경기도,202104,62.939,20177076
미국,경기도,202105,62.245,22552175
미국,경기도,202106,60.662,21665377
미국,경기도,202107,61.867,22377770
미국,경기도,202108,60.982,22458652
미국,경기도,202109,59.164,21827526
미국,경기도,202110,59.896,26171074
미국,경기도,202111,62.054,24766252
미국,경기도,202112,63.52,22160903
미국,경기도,202201,55.087,14398933
미국,경기도,202202,58.685,17516907
미국,경기도,202203,60.612,22015432
미국,경기도,202204,63.669,28824957
미국,경기도,202205,60.834,33803354
미국,경기도,202206,58.493,36079282
미국,경기도,202207,55.862,41292078
미국,경기도,202208,54.201,37396217
미국,경기도,202209,55.115,40441868
미국,경기도,202210,52.003,50008197
미국,경기도,202211,49.729,44305235
미국,경기도,202212,47.23,44771504
미국,경기도,202301,46.505,33928781
미국,경기도,202302,48.947,34734011
미국,경기도,202303,48.559,46279852
미국,경기도,202304,47.116,51904071
미국,경기도,202305,47.058,53208270
미국,경기도,202306,49.714,52541921
미국,경기도,202307,48.473,51466523
미국,경기도,202308,46.808,48361309
미국,경기도,202309,46.656,50869110
미국,경기도,202310,45.173,60482191
미국,경기도,202311,42.168,56479006
미국,경기도,202312,42.749,52219285
미국,경기도,202401,41.15,44116233
미국,경기도,202402,44.724,42580869
미국,경기도,202403,45.097,56484205
미국,경기도,202404,43.445,60780313
미국,경기도,202405,45.968,59563239
미국,경기도,202406,49.123,61094062
미국,경기도,202407,48.264,58549297
미국,경기도,202408,47.151,58952896
미국,경기도,202409,43.463,59671026
미국,경기도,202410,42.973,70124218
미국,경기도,202411,42.472,68812692
미국,경기도,202412,42.421,66943173
미국,경기도,202501,42.146,52264894
미국,경기도,202502,44.683,50321885
미국,경기도,202503,44.111,69989767
미국,경기도,202504,41.217,73501735
미국,경기도,202505,44.056,74102725
미국,경기도,202506,45.476,72088580
미국,경기도,202507,44.3,68406089
미국,경기도,202508,44.138,66837951
미국,경기도,202509,40.153,69996920
미국,경기도,202510,41.397,80359800
미국,경기도,202511,41.042,84865689
미국,경기도,202512,39.808,84098157
미국,경기도,202601,40.704,67227887
미국,경기도,202602,41.057,58909312
미국,경기도,202603,36.752,90937569
미국,경기도,202604,35.572,103386696
미국,경기도,202605,36.828,106156472
미국,경기도,202606,38.861,99772775
미국,경기도,202607,39.831,95766721
미국,경상남도,202001,23.831,2821024
미국,경상남도,202002,29.677,2465061
미국,경상남도,202003,26.109,1367780
미국,경상남도,202004,32.279,1170629
미국,경상남도,202005,38.473,1215736
미국,경상남도,202006,40.257,1438797
미국,경상남도,202007,43.53,1457613
미국,경상남도,202008,40.909,1578318
미국,경상남도,202009,37.464,1718017
미국,경상남도,202010,42.239,1726256
미국,경상남도,202011,36.658,1910519
미국,경상남도,202012,38.296,1623108
미국,경상남도,202101,40.107,1379973
미국,경상남도,202102,41.097,1197886
미국,경상남도,202103,38.247,1624495
미국,경상남도,202104,40.846,1524906
미국,경상남도,202105,39.171,1748554
미국,경상남도,202106,39.753,1778325
미국,경상남도,202107,41.2,1706786
미국,경상남도,202108,37.771,1714196
미국,경상남도,202109,37.655,1767239
미국,경상남도,202110,35.936,2010019
미국,경상남도,202111,39.698,2075463
미국,경상남도,202112,43.576,1724010
미국,경상남도,202201,36.919,1207730
미국,경상남도,202202,38.357,1131395
미국,경상남도,202203,43.501,1655939
미국,경상남도,202204,45.708,1885531
미국,경상남도,202205,40.747,2307618
미국,경상남도,202206,47.343,2372788
미국,경상남도,202207,39.597,2939674
미국,경상남도,202208,45.772,2564154
미국,경상남도,202209,42.288,2441127
미국,경상남도,202210,47.608,2970887
미국,경상남도,202211,37.446,2686769
미국,경상남도,202212,37.55,2647160
미국,경상남도,202301,32.746,2060247
미국,경상남도,202302,34.939,2182245
미국,경상남도,202303,36.743,2895481
미국,경상남도,202304,39.291,3357719
미국,경상남도,202305,35.107,3550822
미국,경상남도,202306,40.606,3125441
미국,경상남도,202307,37.435,3572787
미국,경상남도,202308,35.484,3037381
미국,경상남도,202309,32.422,3688791
미국,경상남도,202310,34.778,4528625
미국,경상남도,202311,34.342,3697889
미국,경상남도,202312,32.685,3377265
미국,경상남도,202401,27.038,2963043
미국,경상남도,202402,34.529,2662662
미국,경상남도,202403,32.396,3731943
미국,경상남도,202404,34.506,3984774
미국,경상남도,202405,37.126,4029045
미국,경상남도,202406,34.541,4038907
미국,경상남도,202407,33.184,3972599
미국,경상남도,202408,31.825,3652409
미국,경상남도,202409,32.559,3838137
미국,경상남도,202410,37.108,5101272
미국,경상남도,202411,31.671,4513885
미국,경상남도,202412,34.726,4243213
미국,경상남도,202501,33.133,3482656
미국,경상남도,202502,34.744,3402645
미국,경상남도,202503,35.335,4727271
미국,경상남도,202504,32.252,5052865
미국,경상남도,202505,35.588,5001888
미국,경상남도,202506,37.283,5165059
미국,경상남도,202507,32.272,5050696
미국,경상남도,202508,31.011,5161201
미국,경상남도,202509,29.244,5621069
미국,경상남도,202510,33.076,6255197
미국,경상남도,202511,23.984,8321967
미국,경상남도,202512,31.359,5233360
미국,경상남도,202601,30.006,4304159
미국,경상남도,202602,28.561,3785557
미국,경상남도,202603,27.87,6118737
미국,경상남도,202604,26.191,6938692
미국,경상남도,202605,27.872,7243511
미국,경상남도,202606,30.737,6562127
미국,경상남도,202607,29.38,6295300
미국,경상북도,202001,33.478,1625896
미국,경상북도,202002,36.058,1121701
미국,경상북도,202003,33.431,452839
미국,경상북도,202004,41.891,453240
미국,경상북도,202005,55.786,693482
미국,경상북도,202006,59.332,744294
미국,경상북도,202007,57.375,982722
미국,경상북도,202008,52.017,1050543
미국,경상북도,202009,52.2,1027389
미국,경상북도,202010,55.98,1112678
미국,경상북도,202011,55.222,1068515
미국,경상북도,202012,59.383,967674
미국,경상북도,202101,49.658,841147
미국,경상북도,202102,61.554,762385
미국,경상북도,202103,59.91,1059629
미국,경상북도,202104,58.543,986932
미국,경상북도,202105,59.41,1067675
미국,경상북도,202106,63.446,1118099
미국,경상북도,202107,57.982,1236207
미국,경상북도,202108,54.964,1170875
미국,경상북도,202109,53.76,1225037
미국,경상북도,202110,54.971,1495777
미국,경상북도,202111,51.075,1485779
미국,경상북도,202112,54.036,1147668
미국,경상북도,202201,48.918,828004
미국,경상북도,202202,51.125,863708
미국,경상북도,202203,51.29,1216638
미국,경상북도,202204,61.17,1875661
미국,경상북도,202205,55.949,1874048
미국,경상북도,202206,55.187,2079262
미국,경상북도,202207,54.453,2354618
미국,경상북도,202208,50.267,2262054
미국,경상북도,202209,48.496,2339799
미국,경상북도,202210,43.068,3496325
미국,경상북도,202211,46.405,2581217
미국,경상북도,202212,43.492,2482295
미국,경상북도,202301,43.911,2016578
미국,경상북도,202302,47.637,2339935
미국,경상북도,202303,55.608,3628666
미국,경상북도,202304,39.716,4182818
미국,경상북도,202305,38.566,3826710
미국,경상북도,202306,43.507,3961784
미국,경상북도,202307,40.63,3716363
미국,경상북도,202308,36.794,3814148
미국,경상북도,202309,37.052,3825771
미국,경상북도,202310,37.462,4629207
미국,경상북도,202311,36.578,3827314
미국,경상북도,202312,40.731,2935639
미국,경상북도,202401,44.305,2414688
미국,경상북도,202402,54.856,2773465
미국,경상북도,202403,50.006,4618506
미국,경상북도,202404,38.104,4639326
미국,경상북도,202405,37.245,5046167
미국,경상북도,202406,43.067,4395343
미국,경상북도,202407,45.493,4089682
미국,경상북도,202408,47.938,5110201
미국,경상북도,202409,37.264,5450236
미국,경상북도,202410,32.586,6187358
미국,경상북도,202411,37.205,5287938
미국,경상북도,202412,38.457,4309976
미국,경상북도,202501,43.86,2994467
미국,경상북도,202502,45.44,3669191
미국,경상북도,202503,43.38,6655454
미국,경상북도,202504,31.807,6464151
미국,경상북도,202505,34.215,6318613
미국,경상북도,202506,39.425,5594361
미국,경상북도,202507,37.716,4772022
미국,경상북도,202508,34.368,5444693
미국,경상북도,202509,26.274,6010425
미국,경상북도,202510,30.97,8074866
미국,경상북도,202511,35.507,7052614
미국,경상북도,202512,37.322,4575833
미국,경상북도,202601,47.112,3031059
미국,경상북도,202602,48.574,3046291
미국,경상북도,202603,33.24,8021124
미국,경상북도,202604,27.216,9165578
미국,경상북도,202605,24.154,9483358
미국,경상북도,202606,31.795,7487848
미국,경상북도,202607,45.843,7217154
미국,광주광역시,202001,24.092,800621
미국,광주광역시,202002,25.032,543558
미국,광주광역시,202003,15.944,383465
미국,광주광역시,202004,15.476,450289
미국,광주광역시,202005,23.03,473306
미국,광주광역시,202006,31.421,426929
미국,광주광역시,202007,43.861,500090
미국,광주광역시,202008,29.256,409073
미국,광주광역시,202009,24.0,412703
미국,광주광역시,202010,23.088,559901
미국,광주광역시,202011,24.022,541820
미국,광주광역시,202012,22.767,499572
미국,광주광역시,202101,24.17,393509
미국,광주광역시,202102,24.384,415547
미국,광주광역시,202103,22.636,599508
미국,광주광역시,202104,27.677,548501
미국,광주광역시,202105,28.233,595741
미국,광주광역시,202106,37.885,560571
미국,광주광역시,202107,44.295,599727
미국,광주광역시,202108,38.203,580982
미국,광주광역시,202109,33.517,709124
미국,광주광역시,202110,29.74,860302
미국,광주광역시,202111,39.524,633253
미국,광주광역시,202112,33.332,509916
미국,광주광역시,202201,29.582,372921
미국,광주광역시,202202,39.086,350597
미국,광주광역시,202203,33.146,529638
미국,광주광역시,202204,31.552,793908
미국,광주광역시,202205,41.804,1119488
미국,광주광역시,202206,48.786,997332
미국,광주광역시,202207,45.718,1030389
미국,광주광역시,202208,40.968,928095
미국,광주광역시,202209,39.205,1001456
미국,광주광역시,202210,40.173,1378161
미국,광주광역시,202211,38.767,1120378
미국,광주광역시,202212,38.006,1132377
미국,광주광역시,202301,31.673,817226
미국,광주광역시,202302,33.614,820445
미국,광주광역시,202303,36.591,1053000
미국,광주광역시,202304,52.195,1779752
미국,광주광역시,202305,34.788,1343547
미국,광주광역시,202306,38.383,1244959
미국,광주광역시,202307,38.702,1272104
미국,광주광역시,202308,35.482,1105822
미국,광주광역시,202309,24.361,1500100
미국,광주광역시,202310,31.837,2084997
미국,광주광역시,202311,25.133,1781053
미국,광주광역시,202312,23.164,1403889
미국,광주광역시,202401,30.628,970813
미국,광주광역시,202402,31.242,819237
미국,광주광역시,202403,27.538,1598610
미국,광주광역시,202404,30.258,1687865
미국,광주광역시,202405,30.738,1651334
미국,광주광역시,202406,37.668,1540480
미국,광주광역시,202407,38.564,1359424
미국,광주광역시,202408,28.985,1348327
미국,광주광역시,202409,23.854,1956192
미국,광주광역시,202410,29.486,2154708
미국,광주광역시,202411,28.805,2099681
미국,광주광역시,202412,32.098,1758159
미국,광주광역시,202501,36.745,1251472
미국,광주광역시,202502,31.311,1033709
미국,광주광역시,202503,29.861,1778441
미국,광주광역시,202504,31.624,2839212
미국,광주광역시,202505,26.041,2466784
미국,광주광역시,202506,37.381,1878371
미국,광주광역시,202507,36.542,1686333
미국,광주광역시,202508,31.745,1838925
미국,광주광역시,202509,26.096,2182325
미국,광주광역시,202510,31.679,2420623
미국,광주광역시,202511,30.644,2210898
미국,광주광역시,202512,29.798,1988194
미국,광주광역시,202601,29.357,1435864
미국,광주광역시,202602,32.704,1147016
미국,광주광역시,202603,29.444,2685508
미국,광주광역시,202604,47.365,4000357
미국,광주광역시,202605,27.913,3168459
미국,광주광역시,202606,35.196,2881879
미국,대구광역시,202001,24.916,3604131
미국,대구광역시,202002,29.139,2493142
미국,대구광역시,202003,48.647,595362
미국,대구광역시,202004,54.183,595868
미국,대구광역시,202005,61.817,1186484
미국,대구광역시,202006,65.908,1324568
미국,대구광역시,202007,70.845,1411764
미국,대구광역시,202008,65.322,1366973
미국,대구광역시,202009,58.055,1400393
미국,대구광역시,202010,68.137,1754781
미국,대구광역시,202011,65.399,1539030
미국,대구광역시,202012,61.909,1590107
미국,대구광역시,202101,58.001,1206651
미국,대구광역시,202102,71.772,1264785
미국,대구광역시,202103,67.679,1796881
미국,대구광역시,202104,68.393,1877254
미국,대구광역시,202105,72.004,2011698
미국,대구광역시,202106,70.149,1745345
미국,대구광역시,202107,73.734,2020322
미국,대구광역시,202108,65.509,1884990
미국,대구광역시,202109,62.735,2007715
미국,대구광역시,202110,57.685,2535999
미국,대구광역시,202111,64.244,2047396
미국,대구광역시,202112,64.64,1824045
미국,대구광역시,202201,60.18,1087022
미국,대구광역시,202202,61.035,1456806
미국,대구광역시,202203,57.869,2001156
미국,대구광역시,202204,63.485,2623788
미국,대구광역시,202205,45.709,4271897
미국,대구광역시,202206,63.697,2867864
미국,대구광역시,202207,68.229,3087928
미국,대구광역시,202208,63.543,2827313
미국,대구광역시,202209,62.538,3156366
미국,대구광역시,202210,59.87,3822380
미국,대구광역시,202211,56.232,3472288
미국,대구광역시,202212,58.022,3294762
미국,대구광역시,202301,52.16,2721438
미국,대구광역시,202302,57.392,2778157
미국,대구광역시,202303,56.422,3950628
미국,대구광역시,202304,50.779,4376706
미국,대구광역시,202305,51.832,4552386
미국,대구광역시,202306,53.771,4395101
미국,대구광역시,202307,52.696,4640683
미국,대구광역시,202308,49.175,3960296
미국,대구광역시,202309,47.85,4492697
미국,대구광역시,202310,48.824,4983310
미국,대구광역시,202311,49.06,4366793
미국,대구광역시,202312,48.863,4052883
미국,대구광역시,202401,52.485,3049207
미국,대구광역시,202402,52.062,3198913
미국,대구광역시,202403,45.977,4593858
미국,대구광역시,202404,44.845,4868191
미국,대구광역시,202405,46.671,5742767
미국,대구광역시,202406,52.513,5023921
미국,대구광역시,202407,48.1,4986962
미국,대구광역시,202408,45.025,5390168
미국,대구광역시,202409,41.329,5476978
미국,대구광역시,202410,40.491,6127432
미국,대구광역시,202411,41.739,5729296
미국,대구광역시,202412,44.998,5546930
미국,대구광역시,202501,43.371,4322540
미국,대구광역시,202502,46.216,4224143
미국,대구광역시,202503,40.592,6335517
미국,대구광역시,202504,37.341,6706748
미국,대구광역시,202505,39.259,6713599
미국,대구광역시,202506,43.485,6325127
미국,대구광역시,202507,44.252,5839053
미국,대구광역시,202508,42.446,5951107
미국,대구광역시,202509,38.604,6632886
미국,대구광역시,202510,39.563,6888602
미국,대구광역시,202511,42.971,6731918
미국,대구광역시,202512,44.634,6131683
미국,대구광역시,202601,48.808,4649737
미국,대구광역시,202602,50.269,4283616
미국,대구광역시,202603,39.584,8016429
미국,대구광역시,202604,38.639,8395975
미국,대구광역시,202605,36.962,9166185
미국,대구광역시,202606,37.629,8736758
미국,대구광역시,202607,43.916,7948053
미국,대전광역시,202001,20.629,2152944
미국,대전광역시,202002,20.25,1552615
미국,대전광역시,202003,23.206,543007
미국,대전광역시,202004,23.497,514627
미국,대전광역시,202005,38.151,631438
미국,대전광역시,202006,39.085,670716
미국,대전광역시,202007,43.722,850466
미국,대전광역시,202008,32.623,887815
미국,대전광역시,202009,28.276,818812
미국,대전광역시,202010,33.088,1013270
미국,대전광역시,202011,31.55,1028614
미국,대전광역시,202012,33.221,756297
미국,대전광역시,202101,32.703,644008
미국,대전광역시,202102,35.084,622888
미국,대전광역시,202103,38.519,847203
미국,대전광역시,202104,39.512,819002
미국,대전광역시,202105,47.224,1097909
미국,대전광역시,202106,45.325,923621
미국,대전광역시,202107,48.532,951980
미국,대전광역시,202108,40.01,958905
미국,대전광역시,202109,38.765,999588
미국,대전광역시,202110,37.555,1233731
미국,대전광역시,202111,43.493,1248486
미국,대전광역시,202112,42.371,1080480
미국,대전광역시,202201,35.491,775592
미국,대전광역시,202202,29.023,920859
미국,대전광역시,202203,33.088,1119333
미국,대전광역시,202204,39.348,1516154
미국,대전광역시,202205,44.262,2002978
미국,대전광역시,202206,43.645,2235724
미국,대전광역시,202207,46.668,2574586
미국,대전광역시,202208,37.037,2442030
미국,대전광역시,202209,34.348,3049939
미국,대전광역시,202210,35.693,3892267
미국,대전광역시,202211,35.54,2976131
미국,대전광역시,202212,30.349,2751547
미국,대전광역시,202301,32.73,1765065
미국,대전광역시,202302,29.184,1925736
미국,대전광역시,202303,29.154,3049601
미국,대전광역시,202304,29.922,3621324
미국,대전광역시,202305,32.921,3439027
미국,대전광역시,202306,37.369,3498342
미국,대전광역시,202307,34.09,3675892
미국,대전광역시,202308,26.378,3564290
미국,대전광역시,202309,27.958,3748317
미국,대전광역시,202310,31.843,4183928
미국,대전광역시,202311,30.54,3550173
미국,대전광역시,202312,30.885,2982791
미국,대전광역시,202401,28.421,2365520
미국,대전광역시,202402,29.482,2149130
미국,대전광역시,202403,29.314,3573010
미국,대전광역시,202404,29.098,4063206
미국,대전광역시,202405,30.539,3822627
미국,대전광역시,202406,39.705,4148165
미국,대전광역시,202407,37.892,3743573
미국,대전광역시,202408,27.257,3741742
미국,대전광역시,202409,26.909,3974513
미국,대전광역시,202410,29.252,5087813
미국,대전광역시,202411,32.409,4355038
미국,대전광역시,202412,32.151,3828920
미국,대전광역시,202501,30.862,2478406
미국,대전광역시,202502,30.33,2508867
미국,대전광역시,202503,29.68,4087124
미국,대전광역시,202504,29.225,4598320
미국,대전광역시,202505,28.368,4461749
미국,대전광역시,202506,32.644,4935605
미국,대전광역시,202507,30.792,4390773
미국,대전광역시,202508,24.411,3846235
미국,대전광역시,202509,23.511,5251825
미국,대전광역시,202510,29.422,5137972
미국,대전광역시,202511,28.048,5077947
미국,대전광역시,202512,28.791,4414667
미국,대전광역시,202601,28.675,3500508
미국,대전광역시,202602,26.954,3070413
미국,대전광역시,202603,25.231,5824123
미국,대전광역시,202604,26.246,5905807
미국,대전광역시,202605,27.631,6256761
미국,대전광역시,202606,31.884,6679487
미국,대전광역시,202607,28.321,7004617
미국,부산광역시,202001,8.1,33826894
미국,부산광역시,202002,12.65,22192325
미국,부산광역시,202003,19.941,4359000
미국,부산광역시,202004,23.053,2996752
미국,부산광역시,202005,37.198,4295514
미국,부산광역시,202006,35.07,4846281
미국,부산광역시,202007,48.736,5556211
미국,부산광역시,202008,35.372,4505834
미국,부산광역시,202009,35.586,4338551
미국,부산광역시,202010,43.328,4988689
미국,부산광역시,202011,40.193,4999467
미국,부산광역시,202012,36.68,4689055
미국,부산광역시,202101,33.239,3918309
미국,부산광역시,202102,42.564,3894688
미국,부산광역시,202103,48.178,5326239
미국,부산광역시,202104,48.705,4047820
미국,부산광역시,202105,50.262,5474413
미국,부산광역시,202106,47.475,4788646
미국,부산광역시,202107,49.189,5331590
